cell_50km,A_legal_opportunities,B_legal_opportunities,A_effort_sum,B_effort_sum,A_fold_ti_weight_sum,B_fold_ti_weight_sum,A_measurable,B_measurable,D2_AB_included,D2_BA_included,D3_common_included,zero_opportunity_class
50km_15_37,12,28,10.07619375,19.034264250000003,227155.09426146853,335002.7829653622,YES,YES,YES,YES,YES,NONE
50km_15_38,5,6,3.5837472499999996,3.1827479999999997,75623.46666499539,61881.17471435652,YES,YES,YES,YES,YES,NONE
50km_15_39,2,8,1.2532555,4.10052925,33651.55842120278,86061.21954781227,YES,YES,YES,YES,YES,NONE
50km_15_40,8,7,5.9538795,4.56129625,154679.62739382373,74119.72492606615,YES,YES,YES,YES,YES,NONE
50km_15_41,5,6,2.53029125,2.23382475,96225.68441140628,58538.063309917874,YES,YES,YES,YES,YES,NONE
50km_15_42,10,17,6.5039015,10.381874,175810.8076218618,198329.37189908963,YES,YES,YES,YES,YES,NONE
50km_15_43,3,5,1.625,3.59960975,57016.65891483614,68711.65569277624,YES,YES,YES,YES,YES,NONE
50km_15_44,1,3,1.0,2.07551175,21902.69757058892,34436.63546300092,YES,YES,YES,YES,YES,NONE
50km_15_45,7,8,4.4165335,5.375,119386.64895845199,102419.61774394359,YES,YES,YES,YES,YES,NONE
50km_15_46,19,34,12.1027155,28.066401499999998,306305.5746279377,240509.7687018824,YES,YES,YES,YES,YES,NONE
50km_15_47,40,55,31.072643,48.47760675,470742.0830887387,325675.9246325796,YES,YES,YES,YES,YES,NONE
50km_15_48,18,22,14.867626,18.0589795,230938.26034720376,230841.50777510047,YES,YES,YES,YES,YES,NONE
50km_15_49,7,12,6.851657,11.54736575,127147.06712003928,119046.0045780814,YES,YES,YES,YES,YES,NONE
50km_15_50,0,2,0.0,2.0,0.0,24662.910949600664,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_15_51,7,5,5.67244575,5.0,106926.51866718731,46488.50333168901,YES,YES,YES,YES,YES,NONE
50km_15_52,26,47,23.969886000000002,44.861752,424533.958422274,497242.15859600727,YES,YES,YES,YES,YES,NONE
50km_15_53,19,27,17.18502275,25.668612,324088.89817813376,280555.24407130573,YES,YES,YES,YES,YES,NONE
50km_16_16,4,6,3.25,2.55652,55084.90963812137,62868.6387804453,YES,YES,YES,YES,YES,NONE
50km_16_17,25,40,21.41894,31.797045999999998,363103.7420745335,401679.6278955929,YES,YES,YES,YES,YES,NONE
50km_16_18,28,47,25.523556499999998,40.84942825,407629.7341448406,462030.1415429527,YES,YES,YES,YES,YES,NONE
50km_16_19,38,61,31.780947500000003,55.62505,590112.119651119,602062.3075298823,YES,YES,YES,YES,YES,NONE
50km_16_20,37,55,34.201359000000004,50.53069675,578553.9990047867,550179.7036396193,YES,YES,YES,YES,YES,NONE
50km_16_21,33,44,26.459277999999998,37.52281525,488539.74687992356,446612.8621988612,YES,YES,YES,YES,YES,NONE
50km_16_22,39,54,36.12415525,49.50710575000001,590500.0087876376,522241.2396538503,YES,YES,YES,YES,YES,NONE
50km_16_23,32,50,23.072418499999998,41.991341250000005,489157.29300349863,509936.9686078322,YES,YES,YES,YES,YES,NONE
50km_16_24,28,49,21.4451155,39.458599,422447.52374362596,493104.7032212187,YES,YES,YES,YES,YES,NONE
50km_16_25,28,35,22.86544975,25.9372075,413589.3436290193,347282.027968681,YES,YES,YES,YES,YES,NONE
50km_16_26,18,26,14.159969,19.24927525,274075.5922903355,257091.92763289335,YES,YES,YES,YES,YES,NONE
50km_16_27,19,30,17.106694,18.708742,281771.3443893804,300523.7764299959,YES,YES,YES,YES,YES,NONE
50km_16_28,23,33,13.77528525,23.672299250000002,334385.62918270734,329230.221414926,YES,YES,YES,YES,YES,NONE
50km_16_29,17,19,12.576009250000002,14.5836635,246772.06857031278,190001.61706897314,YES,YES,YES,YES,YES,NONE
50km_16_30,16,21,14.1787615,12.8859835,234421.85654901326,212353.13956931455,YES,YES,YES,YES,YES,NONE
50km_16_31,13,13,10.46357225,10.443268,199275.08052609218,127954.15718222306,YES,YES,YES,YES,YES,NONE
50km_16_32,22,39,18.48110325,31.1242235,343534.78374419926,388543.3150923442,YES,YES,YES,YES,YES,NONE
50km_16_33,20,35,14.579174250000001,25.165217000000002,312765.6993824538,357062.48653062555,YES,YES,YES,YES,YES,NONE
50km_16_34,26,55,22.84520475,48.79759599999999,252345.0557402089,467849.26656330057,YES,YES,YES,YES,YES,NONE
50km_16_35,25,35,19.40370375,30.022371500000002,317928.05912355124,360138.9265807939,YES,YES,YES,YES,YES,NONE
50km_16_36,36,46,30.70789875,41.417003,464812.5493531221,398475.762509111,YES,YES,YES,YES,YES,NONE
50km_16_37,18,22,9.7647245,11.995909000000001,291858.6264824095,242491.51397538887,YES,YES,YES,YES,YES,NONE
50km_16_38,5,4,3.1875,3.16165625,97296.48101039039,41780.64969501764,YES,YES,YES,YES,YES,NONE
50km_16_39,3,0,1.5274969999999999,0.0,67823.15939210696,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_16_40,3,8,2.441666,5.680861999999999,58453.94298241746,90215.13813658069,YES,YES,YES,YES,YES,NONE
50km_16_41,7,10,2.89603825,5.158109,118293.74204813424,119865.98429007122,YES,YES,YES,YES,YES,NONE
50km_16_42,8,16,4.90724,10.53009525,143628.1735275034,192305.69728321512,YES,YES,YES,YES,YES,NONE
50km_16_43,11,23,7.16018075,9.923318,191907.06529430117,284421.067281302,YES,YES,YES,YES,YES,NONE
50km_16_44,10,16,7.440517,11.0147105,172883.68303665705,191245.35243513517,YES,YES,YES,YES,YES,NONE
50km_16_45,17,17,12.01273175,13.487437,314002.4617810918,218873.20715673486,YES,YES,YES,YES,YES,NONE
50km_16_46,31,41,27.03659525,29.523747250000003,324624.5291606848,325869.7955965024,YES,YES,YES,YES,YES,NONE
50km_16_47,46,60,40.436721750000004,52.29027625,524683.9031045946,421893.63582620234,YES,YES,YES,YES,YES,NONE
50km_16_48,42,65,35.29549975,57.77548225,488037.5222045107,501440.51634538325,YES,YES,YES,YES,YES,NONE
50km_16_49,14,22,9.0027545,18.9844385,243231.2587854933,276108.98100343253,YES,YES,YES,YES,YES,NONE
50km_16_50,3,4,2.5625,3.125,56548.802413887206,57200.176717614806,YES,YES,YES,YES,YES,NONE
50km_16_51,2,4,1.51505425,4.0,40077.22235279465,46221.661870181684,YES,YES,YES,YES,YES,NONE
50km_16_52,32,50,30.74882475,45.04926575,380302.4757586246,440036.7915412887,YES,YES,YES,YES,YES,NONE
50km_16_53,25,34,22.661165,33.05263925,361290.63612969755,350348.66908006516,YES,YES,YES,YES,YES,NONE
50km_17_17,25,43,21.379062249999997,38.00765175,383207.9990847482,417031.71665546106,YES,YES,YES,YES,YES,NONE
50km_17_18,41,58,37.09764275,52.9307345,594475.7008027129,556662.3419382982,YES,YES,YES,YES,YES,NONE
50km_17_19,38,52,32.895563749999994,45.36405675,567814.6792755169,521559.14805453346,YES,YES,YES,YES,YES,NONE
50km_17_20,31,54,25.607758999999998,51.0686825,466428.94104023767,550781.618119008,YES,YES,YES,YES,YES,NONE
50km_17_21,34,42,29.848891249999998,35.07063049999999,503211.6504546967,425178.9399690776,YES,YES,YES,YES,YES,NONE
50km_17_22,35,47,32.28583525,38.11709475000001,510805.4723023137,472609.1537475609,YES,YES,YES,YES,YES,NONE
50km_17_23,29,44,25.87758075,34.833093000000005,433332.2427161224,443802.255434247,YES,YES,YES,YES,YES,NONE
50km_17_24,34,48,29.4952515,37.68797749999999,508967.42331782036,484121.5172206424,YES,YES,YES,YES,YES,NONE
50km_17_25,26,29,16.31405975,21.37796875,392455.132729247,290983.19626574946,YES,YES,YES,YES,YES,NONE
50km_17_26,23,45,17.59989325,33.86782325,350711.28689584543,445433.01024349703,YES,YES,YES,YES,YES,NONE
50km_17_27,22,37,17.973879500000002,30.023763,331463.4421107837,367924.09585504624,YES,YES,YES,YES,YES,NONE
50km_17_28,14,25,12.376444000000001,20.469806,205693.9934437412,248753.1854851632,YES,YES,YES,YES,YES,NONE
50km_17_29,24,34,16.56712625,26.411573250000004,349556.52757512714,339767.75847411755,YES,YES,YES,YES,YES,NONE
50km_17_30,16,31,8.99957125,22.505351249999997,228306.75279425952,309766.6624981081,YES,YES,YES,YES,YES,NONE
50km_17_31,17,25,10.507755,16.36150875,260454.474837591,254747.9575715009,YES,YES,YES,YES,YES,NONE
50km_17_32,17,28,11.94873275,22.18854825,271609.11408822716,284118.2459717631,YES,YES,YES,YES,YES,NONE
50km_17_33,18,25,10.5201475,15.98341875,293320.03374111967,260426.87258186017,YES,YES,YES,YES,YES,NONE
50km_17_34,18,24,11.9226215,17.708591,296595.1523217281,264472.5223109064,YES,YES,YES,YES,YES,NONE
50km_17_35,16,19,13.181792249999999,11.272771500000001,255457.91406402912,208517.50062587,YES,YES,YES,YES,YES,NONE
50km_17_36,16,24,9.9107815,11.972538,335308.2124872214,276158.5122223457,YES,YES,YES,YES,YES,NONE
50km_17_37,4,6,3.214784,3.5476917500000003,57155.549486352094,64532.993711955896,YES,YES,YES,YES,YES,NONE
50km_17_38,2,6,1.0625,2.3301594999999997,26653.65299424909,63209.78520419152,YES,YES,YES,YES,YES,NONE
50km_17_39,5,3,3.15948075,2.5625,89891.2170288349,35702.09538063333,YES,YES,YES,YES,YES,NONE
50km_17_40,7,14,4.39770575,5.062027499999999,106286.55554789156,154821.87282383433,YES,YES,YES,YES,YES,NONE
50km_17_41,3,21,0.1617695,14.123868749999998,43478.22354147412,221703.41984614,YES,YES,YES,YES,YES,NONE
50km_17_42,7,9,4.8535319999999995,6.19796675,118229.95154608173,114387.36014809819,YES,YES,YES,YES,YES,NONE
50km_17_43,12,18,5.704958,9.358530499999999,217685.12773190366,223740.87291616635,YES,YES,YES,YES,YES,NONE
50km_17_44,11,22,6.6856885,12.18843425,191598.42845183623,283445.65572784556,YES,YES,YES,YES,YES,NONE
50km_17_45,14,19,7.93637975,11.720344,228661.09598394454,234062.30897306727,YES,YES,YES,YES,YES,NONE
50km_17_46,15,16,10.8862175,11.87135,272793.44393966463,216357.75991704426,YES,YES,YES,YES,YES,NONE
50km_17_47,22,22,16.80153325,17.611568249999998,414755.73764485883,299065.69520913897,YES,YES,YES,YES,YES,NONE
50km_17_48,27,30,23.770222750000002,27.7221525,452452.0543997121,317200.4328315743,YES,YES,YES,YES,YES,NONE
50km_17_49,28,39,23.19698225,32.823815,478262.04915606807,470606.30371897784,YES,YES,YES,YES,YES,NONE
50km_17_50,28,41,24.18009425,32.78202675,492098.85109713895,520798.1092050938,YES,YES,YES,YES,YES,NONE
50km_17_51,15,30,12.734632,25.887608,250774.95574784715,314640.1143264913,YES,YES,YES,YES,YES,NONE
50km_17_52,54,93,50.41703424999999,87.3133785,400405.12346897897,504939.3780857237,YES,YES,YES,YES,YES,NONE
50km_17_53,13,17,11.775452,15.997899,88737.08124253125,79178.05278234153,YES,YES,YES,YES,YES,NONE
50km_18_17,26,39,24.819956,35.184678,398934.21081218275,383318.6581453082,YES,YES,YES,YES,YES,NONE
50km_18_18,30,50,25.92582025,43.639875249999996,447869.71153315256,490255.783619719,YES,YES,YES,YES,YES,NONE
50km_18_19,32,47,28.3720835,40.06564975,467372.0183020098,471444.8714863247,YES,YES,YES,YES,YES,NONE
50km_18_20,35,48,29.681392,40.662485499999995,522481.87067208486,485938.58675278124,YES,YES,YES,YES,YES,NONE
50km_18_21,22,41,20.7889065,36.76310175,323950.40878855105,416902.44200075656,YES,YES,YES,YES,YES,NONE
50km_18_22,36,49,31.314788999999998,43.397960000000005,529063.4437237456,499218.7934323666,YES,YES,YES,YES,YES,NONE
50km_18_23,38,51,31.664635749999995,45.640922,559801.7912961789,502997.75728913926,YES,YES,YES,YES,YES,NONE
50km_18_24,23,45,19.4570375,39.88900775,336516.21979953354,444034.3048313575,YES,YES,YES,YES,YES,NONE
50km_18_25,20,37,15.97153475,29.36075925,300939.93930163304,371673.65748474526,YES,YES,YES,YES,YES,NONE
50km_18_26,17,37,10.3159265,26.49067625,257521.31989930233,366189.49782184366,YES,YES,YES,YES,YES,NONE
50km_18_27,27,52,22.81425525,44.64013875,415115.50088061194,513455.7141710241,YES,YES,YES,YES,YES,NONE
50km_18_28,33,41,28.601937999999997,35.78047175,520425.95512361795,406638.1661815885,YES,YES,YES,YES,YES,NONE
50km_18_29,25,43,20.2267915,29.472754750000004,387500.98898646975,424325.19051309326,YES,YES,YES,YES,YES,NONE
50km_18_30,27,38,23.833665000000003,33.19384325,408212.76786043216,377377.7421837513,YES,YES,YES,YES,YES,NONE
50km_18_31,24,37,16.45955,28.7921185,373613.79300651106,373376.1984861861,YES,YES,YES,YES,YES,NONE
50km_18_32,18,27,13.88769725,20.726124249999998,291496.1660236975,275366.35433694074,YES,YES,YES,YES,YES,NONE
50km_18_33,18,25,12.53429275,16.404266,290995.66265733156,255389.0536615398,YES,YES,YES,YES,YES,NONE
50km_18_34,15,24,8.54123025,16.014409999999998,232521.66440489658,254355.98500365205,YES,YES,YES,YES,YES,NONE
50km_18_35,19,24,11.461559500000002,18.383243499999995,285954.43967887404,249464.95159375685,YES,YES,YES,YES,YES,NONE
50km_18_36,19,34,11.756843000000002,21.361459999999997,290082.33131713443,418572.31849653425,YES,YES,YES,YES,YES,NONE
50km_18_37,14,23,9.644511,18.0115205,249368.46705918876,271025.8978123144,YES,YES,YES,YES,YES,NONE
50km_18_38,2,6,1.0625,5.0625,34250.69014868476,67711.28726317543,YES,YES,YES,YES,YES,NONE
50km_18_39,4,5,3.07399775,3.4025895,72413.65924648657,61348.53191783647,YES,YES,YES,YES,YES,NONE
50km_18_40,5,7,2.949815,5.625,78878.65398772714,79984.58415756129,YES,YES,YES,YES,YES,NONE
50km_18_41,4,9,2.25861275,4.317764499999999,83827.26528699922,97144.39622736312,YES,YES,YES,YES,YES,NONE
50km_18_42,8,12,3.9148630000000004,7.936530749999999,149042.14746345484,144014.9544146464,YES,YES,YES,YES,YES,NONE
50km_18_43,13,14,8.527097999999999,8.52621675,248176.0317867268,174166.49275957333,YES,YES,YES,YES,YES,NONE
50km_18_44,12,17,4.72746725,8.040479750000001,214504.62469868525,210163.80789729333,YES,YES,YES,YES,YES,NONE
50km_18_45,7,11,3.812753,8.02768975,129641.14539426866,137684.71151196645,YES,YES,YES,YES,YES,NONE
50km_18_46,10,11,8.641707499999999,8.67314425,180579.16328322835,138563.7989922628,YES,YES,YES,YES,YES,NONE
50km_18_47,24,30,17.02133775,25.79171925,431276.3388276726,386188.5229197584,YES,YES,YES,YES,YES,NONE
50km_18_48,32,48,27.61471225,40.073085250000005,468849.2402089502,518516.5443992681,YES,YES,YES,YES,YES,NONE
50km_18_49,59,79,50.45723525,69.07129725,635499.2317684497,541093.9528206928,YES,YES,YES,YES,YES,NONE
50km_18_50,30,47,26.86923825,39.074417499999996,527381.1404987419,570790.3981717846,YES,YES,YES,YES,YES,NONE
50km_18_51,7,15,7.0,13.1860245,125899.7254856517,188973.5489261434,YES,YES,YES,YES,YES,NONE
50km_18_52,14,16,12.30465225,12.72103025,230192.0752589929,169346.58982280275,YES,YES,YES,YES,YES,NONE
50km_18_53,1,5,1.0,4.02771975,15019.127946947789,53206.92864924307,YES,YES,YES,YES,YES,NONE
50km_19_16,1,4,1.0,3.973665,16282.312084627309,39252.23441849995,YES,YES,YES,YES,YES,NONE
50km_19_17,32,48,27.529942,43.17283125,481707.009696741,465086.94320540247,YES,YES,YES,YES,YES,NONE
50km_19_18,30,44,21.693462500000003,36.01315725,450363.201253429,430599.4071990018,YES,YES,YES,YES,YES,NONE
50km_19_19,30,44,25.4794545,35.99427925,443411.17328499607,447902.3583964329,YES,YES,YES,YES,YES,NONE
50km_19_20,34,47,31.38511375,43.23825525,510269.82162131893,477309.99324335664,YES,YES,YES,YES,YES,NONE
50km_19_21,41,49,37.13991825000001,45.594532,613233.033722929,494901.14358533884,YES,YES,YES,YES,YES,NONE
50km_19_22,32,50,26.43386125,42.053389749999994,485123.8899320073,508549.5747730882,YES,YES,YES,YES,YES,NONE
50km_19_23,34,51,31.034084999999997,43.882307499999996,513482.3272576299,521434.3294898864,YES,YES,YES,YES,YES,NONE
50km_19_24,28,51,24.651759249999998,39.271660999999995,420354.21222409065,493566.1875019588,YES,YES,YES,YES,YES,NONE
50km_19_25,29,52,23.518088249999998,41.16256524999999,428314.71113784227,503108.8767612272,YES,YES,YES,YES,YES,NONE
50km_19_26,45,65,39.03086475,58.4481015,522192.2805129672,507058.43309111526,YES,YES,YES,YES,YES,NONE
50km_19_27,23,39,17.70294825,31.093687999999997,334247.7611426918,372131.40445913636,YES,YES,YES,YES,YES,NONE
50km_19_28,22,46,17.543291,36.9691905,356954.4857143186,461492.15516570903,YES,YES,YES,YES,YES,NONE
50km_19_29,33,52,28.80516325,41.68779574999999,518302.93951247743,515608.53224276385,YES,YES,YES,YES,YES,NONE
50km_19_30,34,43,26.44222725,34.14954375000001,536101.6255832404,422830.9694808045,YES,YES,YES,YES,YES,NONE
50km_19_31,33,48,27.08003025,41.41021775,519309.4743993677,476494.44752809504,YES,YES,YES,YES,YES,NONE
50km_19_32,17,42,9.047359,30.92086225,276187.0637442493,426213.5712783382,YES,YES,YES,YES,YES,NONE
50km_19_33,20,27,14.7292705,19.042323,308421.2095136451,266263.6073791244,YES,YES,YES,YES,YES,NONE
50km_19_34,11,12,8.413074,5.752682,166501.00580309855,124695.34879341787,YES,YES,YES,YES,YES,NONE
50km_19_35,27,35,19.415418000000003,28.100735750000002,414756.0668523986,340468.2503851004,YES,YES,YES,YES,YES,NONE
50km_19_36,22,27,15.204246,18.962025499999996,327799.52035453194,290403.7547733772,YES,YES,YES,YES,YES,NONE
50km_19_37,16,17,11.3562705,10.74655525,246864.3201945234,180200.19602998794,YES,YES,YES,YES,YES,NONE
50km_19_38,8,11,4.32092525,3.76507475,130857.67090064012,106763.7551724041,YES,YES,YES,YES,YES,NONE
50km_19_39,6,8,1.5346872500000002,2.167191,86127.74745532832,88313.50599247559,YES,YES,YES,YES,YES,NONE
50km_19_40,4,10,1.67534675,5.7632442500000005,69348.65932159916,112520.53358680406,YES,YES,YES,YES,YES,NONE
50km_19_41,1,5,0.0483955,2.2768325000000003,14990.45988110431,59937.212984852915,YES,YES,YES,YES,YES,NONE
50km_19_42,7,9,4.72471375,4.42338975,142525.54934274126,100697.73305876422,YES,YES,YES,YES,YES,NONE
50km_19_43,13,10,7.52378425,3.7021392499999997,234377.66582552178,121939.01454131893,YES,YES,YES,YES,YES,NONE
50km_19_44,11,17,8.904236,11.0822805,213663.325318977,204274.93291221696,YES,YES,YES,YES,YES,NONE
50km_19_45,7,11,4.6264715,3.995533,128461.13347383235,121994.97451307224,YES,YES,YES,YES,YES,NONE
50km_19_46,4,12,2.5487075,5.6760005,72950.47019065006,148168.83732369554,YES,YES,YES,YES,YES,NONE
50km_19_47,3,7,2.055898,3.9125370000000004,60393.87057959204,95915.50135719399,YES,YES,YES,YES,YES,NONE
50km_19_48,32,44,26.19037975,38.33185625,324967.0851355209,309530.0409421655,YES,YES,YES,YES,YES,NONE
50km_19_49,51,79,44.2516795,72.654415,475261.57071618247,474412.8782434926,YES,YES,YES,YES,YES,NONE
50km_19_50,14,32,10.844901499999999,23.503964500000002,259018.3339781532,431527.1735542032,YES,YES,YES,YES,YES,NONE
50km_19_51,1,0,1.0,0.0,20030.318395420127,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_19_52,3,7,3.0,6.0625,55851.00729527291,72210.18945528037,YES,YES,YES,YES,YES,NONE
50km_20_15,2,4,2.0,3.5625,30114.00180220736,37985.57719928444,YES,YES,YES,YES,YES,NONE
50km_20_16,20,42,18.14303225,36.799331,292963.30233406293,396653.5996133443,YES,YES,YES,YES,YES,NONE
50km_20_17,37,58,31.913345,49.464791,540692.5813995404,560000.4687705649,YES,YES,YES,YES,YES,NONE
50km_20_18,30,43,24.168447,34.08535325,462608.1250274667,421291.3458609721,YES,YES,YES,YES,YES,NONE
50km_20_19,19,41,17.262992,31.0362435,282779.9338999377,409163.5051489392,YES,YES,YES,YES,YES,NONE
50km_20_20,27,57,24.129807749999998,53.2228275,408180.3614116984,574329.6973694838,YES,YES,YES,YES,YES,NONE
50km_20_21,33,51,30.84612325,48.33246225,499546.2424134215,511847.9298775719,YES,YES,YES,YES,YES,NONE
50km_20_22,32,44,23.884298500000003,37.58665549999999,482515.9180000107,437386.588515871,YES,YES,YES,YES,YES,NONE
50km_20_23,34,53,27.57267675,41.7692155,544990.0130744021,498908.51208479446,YES,YES,YES,YES,YES,NONE
50km_20_24,28,49,23.728221,32.68353275,454301.1901970113,470994.45208233985,YES,YES,YES,YES,YES,NONE
50km_20_25,16,31,10.660063000000001,23.8343135,245346.22994789158,290139.95623283414,YES,YES,YES,YES,YES,NONE
50km_20_26,27,48,21.879631,39.137601749999995,414157.5241206542,476858.8274138705,YES,YES,YES,YES,YES,NONE
50km_20_27,52,79,45.55257025,73.99857949999999,433196.68616875965,412871.1390373821,YES,YES,YES,YES,YES,NONE
50km_20_28,45,57,40.262784249999996,47.94468475,406669.3513107489,383461.1224004806,YES,YES,YES,YES,YES,NONE
50km_20_29,22,39,17.54342825,32.38000925,351799.17138833535,392884.3648334104,YES,YES,YES,YES,YES,NONE
50km_20_30,39,51,36.402293,44.2536305,610059.0511850092,507571.9762401309,YES,YES,YES,YES,YES,NONE
50km_20_31,32,52,26.896432999999995,46.290899499999995,497700.96706428134,519237.79271202243,YES,YES,YES,YES,YES,NONE
50km_20_32,29,40,22.96651275,34.061957500000005,468249.6375774991,393536.79606269824,YES,YES,YES,YES,YES,NONE
50km_20_33,25,39,21.02910875,28.450064,364280.5606187351,405928.8894634292,YES,YES,YES,YES,YES,NONE
50km_20_34,16,17,12.505580499999999,12.56758875,240406.5461669403,162758.8623542369,YES,YES,YES,YES,YES,NONE
50km_20_35,18,20,13.92926125,11.641778249999998,267030.3454629149,203241.48343573068,YES,YES,YES,YES,YES,NONE
50km_20_36,16,22,12.076174000000002,12.664065499999998,269796.58392702724,236134.09236560744,YES,YES,YES,YES,YES,NONE
50km_20_37,8,14,4.001478,7.571216,138430.8563877205,154377.0436665806,YES,YES,YES,YES,YES,NONE
50km_20_38,5,12,2.17719025,3.9716090000000004,65322.85587004911,117166.18260674649,YES,YES,YES,YES,YES,NONE
50km_20_39,6,11,3.7552969999999997,8.200731999999999,117086.17234936007,117816.88662988484,YES,YES,YES,YES,YES,NONE
50km_20_40,3,2,0.80510925,1.25,54696.09615800323,21316.610001485322,YES,YES,YES,YES,YES,NONE
50km_20_41,2,1,0.625,1.0,36037.50316359593,11096.942683511135,YES,YES,YES,YES,YES,NONE
50km_20_42,6,9,3.573088,4.58277175,112147.59462217025,94185.98350715627,YES,YES,YES,YES,YES,NONE
50km_20_43,5,10,1.87447125,4.9674914999999995,88305.5244225251,113455.13994376449,YES,YES,YES,YES,YES,NONE
50km_20_44,10,5,3.49369525,3.7846725,150745.7131709657,62321.03296922783,YES,YES,YES,YES,YES,NONE
50km_20_45,13,24,8.600751500000001,17.911734,220847.33608021768,328045.9352239386,YES,YES,YES,YES,YES,NONE
50km_20_46,13,23,7.21166625,11.35771625,235158.38505289966,264988.81149128533,YES,YES,YES,YES,YES,NONE
50km_20_47,8,12,6.904462250000001,6.47602125,161359.35711641482,137197.3369759674,YES,YES,YES,YES,YES,NONE
50km_20_48,2,2,1.0625,0.6367115,19129.57906013803,26596.132764286544,YES,YES,YES,YES,YES,NONE
50km_20_49,1,1,1.0,0.054935,19895.446260708693,16900.471284488503,YES,YES,YES,YES,YES,NONE
50km_21_15,0,1,0.0,1.0,0.0,10129.722909428869,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_21_16,44,68,41.0983025,65.31132975,477777.0494824082,469027.7927383719,YES,YES,YES,YES,YES,NONE
50km_21_17,53,78,51.1397495,73.30410075,560173.1725590234,556128.041520989,YES,YES,YES,YES,YES,NONE
50km_21_18,22,36,18.166776249999998,28.990137,352161.5905811713,357457.8415817906,YES,YES,YES,YES,YES,NONE
50km_21_19,24,31,21.3125,25.852392249999998,381039.6372494645,308707.1653921796,YES,YES,YES,YES,YES,NONE
50km_21_20,28,46,22.79398625,39.67407125,424366.5679802738,459353.38641350326,YES,YES,YES,YES,YES,NONE
50km_21_21,37,55,34.48532675,49.05162125,561271.5437920173,549951.9956888274,YES,YES,YES,YES,YES,NONE
50km_21_22,40,61,36.468563499999995,53.837204,602826.4576654851,614453.3031317563,YES,YES,YES,YES,YES,NONE
50km_21_23,28,49,24.707368,41.28161024999999,423656.812455021,475454.73663341114,YES,YES,YES,YES,YES,NONE
50km_21_24,19,28,13.2639705,18.08940525,298765.9505737422,261087.8125117588,YES,YES,YES,YES,YES,NONE
50km_21_25,10,16,5.0717675,9.72321,160598.29184693313,152317.88653560448,YES,YES,YES,YES,YES,NONE
50km_21_26,33,50,27.78801975,40.314972,466603.528155523,422733.5891744781,YES,YES,YES,YES,YES,NONE
50km_21_27,61,95,54.24994,85.847101,463855.61792446737,544254.8476643461,YES,YES,YES,YES,YES,NONE
50km_21_28,55,84,51.41622674999999,76.65226775000001,507596.09565944463,584603.4383156438,YES,YES,YES,YES,YES,NONE
50km_21_29,21,37,19.31561975,31.41829,328678.5257305598,374200.81367931113,YES,YES,YES,YES,YES,NONE
50km_21_30,25,37,17.402406000000003,24.859626500000005,397363.91649714904,372740.3121193853,YES,YES,YES,YES,YES,NONE
50km_21_31,31,49,28.0177285,39.95116125,467097.47016313224,503982.5633205888,YES,YES,YES,YES,YES,NONE
50km_21_32,39,53,31.87439525,45.22798950000001,584492.859400343,546900.7064852397,YES,YES,YES,YES,YES,NONE
50km_21_33,33,54,26.73099125,44.36280624999999,475279.85526951996,566462.921672106,YES,YES,YES,YES,YES,NONE
50km_21_34,33,41,27.38103225,33.6639395,514722.5255483587,438113.16633689863,YES,YES,YES,YES,YES,NONE
50km_21_35,24,35,19.637305499999997,30.547684500000003,389651.45775863895,381737.7919742482,YES,YES,YES,YES,YES,NONE
50km_21_36,23,40,19.320068499999998,31.15644,369470.54969623435,492308.32948561927,YES,YES,YES,YES,YES,NONE
50km_21_37,21,17,14.5531835,12.9028545,358102.3088064367,212660.91325183326,YES,YES,YES,YES,YES,NONE
50km_21_38,0,4,0.0,3.125,0.0,64073.049268134826,NO,YES,YES,NO,NO,A_ONLY_ZERO
50km_21_39,3,4,1.3000755,0.72035025,52263.90243798173,41044.26580732227,YES,YES,YES,YES,YES,NONE
50km_21_40,6,7,2.2308015,4.340604000000001,109366.08352585821,73164.07599439425,YES,YES,YES,YES,YES,NONE
50km_21_41,6,7,3.603228,1.9042710000000003,96704.191423601,72723.37683190203,YES,YES,YES,YES,YES,NONE
50km_21_42,1,3,1.0,1.568366,22986.52413013021,35120.20039794145,YES,YES,YES,YES,YES,NONE
50km_21_45,10,10,5.07608875,3.969428,172144.049456938,120696.26637729215,YES,YES,YES,YES,YES,NONE
50km_21_46,8,8,6.61750075,3.7565584999999997,146445.12825056535,99096.98705013176,YES,YES,YES,YES,YES,NONE
50km_21_47,5,3,2.5725550000000004,2.0625,76969.00670947254,37648.215691401536,YES,YES,YES,YES,YES,NONE
50km_21_48,1,0,0.2769755,0.0,14541.94965862448,0.0,YES,NO,NO,YES,NO,B_ONLY_ZERO
50km_22_16,9,12,9.0,11.6468945,104382.90983532846,100140.87178784066,YES,YES,YES,YES,YES,NONE
50km_22_17,36,69,32.052592000000004,59.958529750000004,400854.55958530615,556590.9911700657,YES,YES,YES,YES,YES,NONE
50km_22_18,27,40,24.50110425,36.730242499999996,427344.93870614853,391297.90606348217,YES,YES,YES,YES,YES,NONE
50km_22_19,18,32,14.64964275,26.964164,280015.4498854431,317305.6512782261,YES,YES,YES,YES,YES,NONE
